subject_id,predicate_id,object_id,mapping_justification,confidence,term
HELIO Ontology:coronal hole,skos:exactMatch,NASA CCMC:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
HELIO Ontology:coronal hole,skos:exactMatch,SPASE Dictionary:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
HELIO Ontology:coronal hole,skos:exactMatch,SWEET:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
HELIO Ontology:coronal hole,skos:exactMatch,Space Weather Glossary:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
NASA CCMC:coronal hole,skos:exactMatch,SPASE Dictionary:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
NASA CCMC:coronal hole,skos:exactMatch,SWEET:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
NASA CCMC:coronal hole,skos:exactMatch,Space Weather Glossary:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
SPASE Dictionary:coronal hole,skos:exactMatch,SWEET:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
SPASE Dictionary:coronal hole,skos:exactMatch,Space Weather Glossary:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
SWEET:coronal hole,skos:exactMatch,Space Weather Glossary:coronal hole,lexical_identity_same_normalized_term,0.6,coronal hole
AGU Index Terms:coronal holes,skos:exactMatch,Space Weather Glossary (Second):coronal holes,lexical_identity_same_normalized_term,0.6,coronal holes
NASA CCMC:coronal loop,skos:exactMatch,SWEET:coronal loop,lexical_identity_same_normalized_term,0.6,coronal loop
ESA Space Weather Glossary:coronal mass ejection,skos:exactMatch,GCMD:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
ESA Space Weather Glossary:coronal mass ejection,skos:exactMatch,HELIO Ontology:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
ESA Space Weather Glossary:coronal mass ejection,skos:exactMatch,NASA Heliophysics Vocabulary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
ESA Space Weather Glossary:coronal mass ejection,skos:exactMatch,SPASE Dictionary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
ESA Space Weather Glossary:coronal mass ejection,skos:exactMatch,SWEET:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
ESA Space Weather Glossary:coronal mass ejection,skos:exactMatch,Space Weather Glossary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
GCMD:coronal mass ejection,skos:exactMatch,HELIO Ontology:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
GCMD:coronal mass ejection,skos:exactMatch,NASA Heliophysics Vocabulary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
GCMD:coronal mass ejection,skos:exactMatch,SPASE Dictionary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
GCMD:coronal mass ejection,skos:exactMatch,SWEET:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
GCMD:coronal mass ejection,skos:exactMatch,Space Weather Glossary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
HELIO Ontology:coronal mass ejection,skos:exactMatch,NASA Heliophysics Vocabulary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
HELIO Ontology:coronal mass ejection,skos:exactMatch,SPASE Dictionary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
HELIO Ontology:coronal mass ejection,skos:exactMatch,SWEET:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
HELIO Ontology:coronal mass ejection,skos:exactMatch,Space Weather Glossary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
NASA Heliophysics Vocabulary:coronal mass ejection,skos:exactMatch,SPASE Dictionary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
NASA Heliophysics Vocabulary:coronal mass ejection,skos:exactMatch,SWEET:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
NASA Heliophysics Vocabulary:coronal mass ejection,skos:exactMatch,Space Weather Glossary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
SPASE Dictionary:coronal mass ejection,skos:exactMatch,SWEET:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
SPASE Dictionary:coronal mass ejection,skos:exactMatch,Space Weather Glossary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
SWEET:coronal mass ejection,skos:exactMatch,Space Weather Glossary:coronal mass ejection,lexical_identity_same_normalized_term,0.6,coronal mass ejection
AGU Index Terms:coronal mass ejections,skos:exactMatch,GCMD:coronal mass ejections,lexical_identity_same_normalized_term,0.6,coronal mass ejections
AGU Index Terms:coronal mass ejections,skos:exactMatch,Space Weather Glossary (Second):coronal mass ejections,lexical_identity_same_normalized_term,0.6,coronal mass ejections
GCMD:coronal mass ejections,skos:exactMatch,Space Weather Glossary (Second):coronal mass ejections,lexical_identity_same_normalized_term,0.6,coronal mass ejections
SWEET:coronal rain,skos:exactMatch,Space Weather Glossary:coronal rain,lexical_identity_same_normalized_term,0.6,coronal rain
SWEET:cosmic ray,skos:exactMatch,Space Weather Glossary:cosmic ray,lexical_identity_same_normalized_term,0.6,cosmic ray
AGU Index Terms:cosmic rays,skos:exactMatch,ESA Space Weather Glossary:cosmic rays,lexical_identity_same_normalized_term,0.6,cosmic rays
AGU Index Terms:cosmic rays,skos:exactMatch,GCMD:cosmic rays,lexical_identity_same_normalized_term,0.6,cosmic rays
AGU Index Terms:cosmic rays,skos:exactMatch,Space Weather Glossary (Second):cosmic rays,lexical_identity_same_normalized_term,0.6,cosmic rays
ESA Space Weather Glossary:cosmic rays,skos:exactMatch,GCMD:cosmic rays,lexical_identity_same_normalized_term,0.6,cosmic rays
ESA Space Weather Glossary:cosmic rays,skos:exactMatch,Space Weather Glossary (Second):cosmic rays,lexical_identity_same_normalized_term,0.6,cosmic rays
GCMD:cosmic rays,skos:exactMatch,Space Weather Glossary (Second):cosmic rays,lexical_identity_same_normalized_term,0.6,cosmic rays
HELIO Ontology:count rate,skos:exactMatch,SPASE Dictionary:count rate,lexical_identity_same_normalized_term,0.6,count rate
HELIO Ontology:counts,skos:exactMatch,SPASE Dictionary:counts,lexical_identity_same_normalized_term,0.6,counts
GCMD:crop residue,skos:exactMatch,GEMET:crop residue,lexical_identity_same_normalized_term,0.6,crop residue
AGU Index Terms:cryosphere,skos:exactMatch,GCMD:cryosphere,lexical_identity_same_normalized_term,0.6,cryosphere
SPASE Dictionary:current,skos:exactMatch,SWEET:current,lexical_identity_same_normalized_term,0.6,current
AGU Index Terms:cusp,skos:exactMatch,Space Weather Glossary:cusp,lexical_identity_same_normalized_term,0.6,cusp
HELIO Ontology:d region,skos:exactMatch,SPASE Dictionary:d region,lexical_identity_same_normalized_term,0.6,d region
HELIO Ontology:d region,skos:exactMatch,Space Weather Glossary:d region,lexical_identity_same_normalized_term,0.6,d region
SPASE Dictionary:d region,skos:exactMatch,Space Weather Glossary:d region,lexical_identity_same_normalized_term,0.6,d region
ESA Space Weather Glossary:data,skos:exactMatch,SPASE Dictionary:data,lexical_identity_same_normalized_term,0.6,data
GCMD:data analysis,skos:exactMatch,GEMET:data analysis,lexical_identity_same_normalized_term,0.6,data analysis
AGU Index Terms:data mining,skos:exactMatch,GCMD:data mining,lexical_identity_same_normalized_term,0.6,data mining
AGU Index Terms:data processing,skos:exactMatch,GEMET:data processing,lexical_identity_same_normalized_term,0.6,data processing
HELIO Ontology:data producer,skos:exactMatch,SPASE Dictionary:data producer,lexical_identity_same_normalized_term,0.6,data producer
GCMD:decomposition,skos:exactMatch,GEMET:decomposition,lexical_identity_same_normalized_term,0.6,decomposition
GCMD:deforestation,skos:exactMatch,GEMET:deforestation,lexical_identity_same_normalized_term,0.6,deforestation
GCMD:degradation,skos:exactMatch,GEMET:degradation,lexical_identity_same_normalized_term,0.6,degradation
AGU Index Terms:dendrochronology,skos:exactMatch,GEMET:dendrochronology,lexical_identity_same_normalized_term,0.6,dendrochronology
GCMD:density,skos:exactMatch,GEMET:density,lexical_identity_same_normalized_term,0.6,density
GCMD:density,skos:exactMatch,HELIO Ontology:density,lexical_identity_same_normalized_term,0.6,density
GEMET:density,skos:exactMatch,HELIO Ontology:density,lexical_identity_same_normalized_term,0.6,density
GCMD:deposition,skos:exactMatch,GEMET:deposition,lexical_identity_same_normalized_term,0.6,deposition
HELIO Ontology:deputy pi,skos:exactMatch,SPASE Dictionary:deputy pi,lexical_identity_same_normalized_term,0.6,deputy pi
AGU Index Terms:desertification,skos:exactMatch,GCMD:desertification,lexical_identity_same_normalized_term,0.6,desertification
AGU Index Terms:desertification,skos:exactMatch,GEMET:desertification,lexical_identity_same_normalized_term,0.6,desertification
GCMD:desertification,skos:exactMatch,GEMET:desertification,lexical_identity_same_normalized_term,0.6,desertification
GEMET:detector,skos:exactMatch,HELIO Ontology:detector,lexical_identity_same_normalized_term,0.6,detector
NASA CCMC:differential rotation,skos:exactMatch,SWEET:differential rotation,lexical_identity_same_normalized_term,0.6,differential rotation
NASA CCMC:differential rotation,skos:exactMatch,Space Weather Glossary:differential rotation,lexical_identity_same_normalized_term,0.6,differential rotation
SWEET:differential rotation,skos:exactMatch,Space Weather Glossary:differential rotation,lexical_identity_same_normalized_term,0.6,differential rotation
GCMD:diffusion,skos:exactMatch,GEMET:diffusion,lexical_identity_same_normalized_term,0.6,diffusion
HELIO Ontology:direction angle,skos:exactMatch,SPASE Dictionary:direction angle,lexical_identity_same_normalized_term,0.6,direction angle
AGU Index Terms:disaster relief,skos:exactMatch,GEMET:disaster relief,lexical_identity_same_normalized_term,0.6,disaster relief
GCMD:dispersion,skos:exactMatch,GEMET:dispersion,lexical_identity_same_normalized_term,0.6,dispersion
GCMD:dispersion,skos:exactMatch,SWEET:dispersion,lexical_identity_same_normalized_term,0.6,dispersion
GEMET:dispersion,skos:exactMatch,SWEET:dispersion,lexical_identity_same_normalized_term,0.6,dispersion
HELIO Ontology:display data,skos:exactMatch,SPASE Dictionary:display data,lexical_identity_same_normalized_term,0.6,display data
GCMD:dissolution,skos:exactMatch,GEMET:dissolution,lexical_identity_same_normalized_term,0.6,dissolution
GCMD:dissolved oxygen,skos:exactMatch,GEMET:dissolved oxygen,lexical_identity_same_normalized_term,0.6,dissolved oxygen
AGU Index Terms:distribution,skos:exactMatch,GEMET:distribution,lexical_identity_same_normalized_term,0.6,distribution
GCMD:disturbance,skos:exactMatch,SWEET:disturbance,lexical_identity_same_normalized_term,0.6,disturbance
HELIO Ontology:dm,skos:exactMatch,SPASE Dictionary:dm,lexical_identity_same_normalized_term,0.6,dm
GCMD:dna,skos:exactMatch,GEMET:dna,lexical_identity_same_normalized_term,0.6,dna
GEMET:document,skos:exactMatch,HELIO Ontology:document,lexical_identity_same_normalized_term,0.6,document
GEMET:document,skos:exactMatch,SPASE Dictionary:document,lexical_identity_same_normalized_term,0.6,document
HELIO Ontology:document,skos:exactMatch,SPASE Dictionary:document,lexical_identity_same_normalized_term,0.6,document
GEMET:document type,skos:exactMatch,SPASE Dictionary:document type,lexical_identity_same_normalized_term,0.6,document type
HELIO Ontology:doppler frequency,skos:exactMatch,SPASE Dictionary:doppler frequency,lexical_identity_same_normalized_term,0.6,doppler frequency
HELIO Ontology:doppler radar,skos:exactMatch,SWEET:doppler radar,lexical_identity_same_normalized_term,0.6,doppler radar
HELIO Ontology:dopplergram,skos:exactMatch,SPASE Dictionary:dopplergram,lexical_identity_same_normalized_term,0.6,dopplergram
HELIO Ontology:double sphere,skos:exactMatch,SPASE Dictionary:double sphere,lexical_identity_same_normalized_term,0.6,double sphere
GCMD:drainage,skos:exactMatch,GEMET:drainage,lexical_identity_same_normalized_term,0.6,drainage
AGU Index Terms:drought,skos:exactMatch,GCMD:drought,lexical_identity_same_normalized_term,0.6,drought
AGU Index Terms:drought,skos:exactMatch,GEMET:drought,lexical_identity_same_normalized_term,0.6,drought
GCMD:drought,skos:exactMatch,GEMET:drought,lexical_identity_same_normalized_term,0.6,drought
GCMD:dst index,skos:exactMatch,Space Weather Glossary:dst index,lexical_identity_same_normalized_term,0.6,dst index
GCMD:dumping,skos:exactMatch,GEMET:dumping,lexical_identity_same_normalized_term,0.6,dumping
AGU Index Terms:dust,skos:exactMatch,GEMET:dust,lexical_identity_same_normalized_term,0.6,dust
AGU Index Terms:dust,skos:exactMatch,HELIO Ontology:dust,lexical_identity_same_normalized_term,0.6,dust
AGU Index Terms:dust,skos:exactMatch,SPASE Dictionary:dust,lexical_identity_same_normalized_term,0.6,dust
GEMET:dust,skos:exactMatch,HELIO Ontology:dust,lexical_identity_same_normalized_term,0.6,dust
GEMET:dust,skos:exactMatch,SPASE Dictionary:dust,lexical_identity_same_normalized_term,0.6,dust
HELIO Ontology:dust,skos:exactMatch,SPASE Dictionary:dust,lexical_identity_same_normalized_term,0.6,dust
HELIO Ontology:dust detector,skos:exactMatch,SPASE Dictionary:dust detector,lexical_identity_same_normalized_term,0.6,dust detector
SPASE Dictionary:dynamic pressure,skos:exactMatch,Space Weather Glossary:dynamic pressure,lexical_identity_same_normalized_term,0.6,dynamic pressure
SWEET:dynamo,skos:exactMatch,Space Weather Glossary (Second):dynamo,lexical_identity_same_normalized_term,0.6,dynamo
HELIO Ontology:e region,skos:exactMatch,SPASE Dictionary:e region,lexical_identity_same_normalized_term,0.6,e region
HELIO Ontology:e region,skos:exactMatch,Space Weather Glossary:e region,lexical_identity_same_normalized_term,0.6,e region
SPASE Dictionary:e region,skos:exactMatch,Space Weather Glossary:e region,lexical_identity_same_normalized_term,0.6,e region
GCMD:earth science,skos:exactMatch,GEMET:earth science,lexical_identity_same_normalized_term,0.6,earth science
GCMD:ecotourism,skos:exactMatch,GEMET:ecotourism,lexical_identity_same_normalized_term,0.6,ecotourism
GCMD:ecotoxicology,skos:exactMatch,GEMET:ecotoxicology,lexical_identity_same_normalized_term,0.6,ecotoxicology
AGU Index Terms:education,skos:exactMatch,GEMET:education,lexical_identity_same_normalized_term,0.6,education
HELIO Ontology:eit wave,skos:exactMatch,SPASE Dictionary:eit wave,lexical_identity_same_normalized_term,0.6,eit wave
GCMD:electric field,skos:exactMatch,HELIO Ontology:electric field,lexical_identity_same_normalized_term,0.6,electric field
GCMD:electric field,skos:exactMatch,SPASE Dictionary:electric field,lexical_identity_same_normalized_term,0.6,electric field
GCMD:electric field,skos:exactMatch,SWEET:electric field,lexical_identity_same_normalized_term,0.6,electric field
HELIO Ontology:electric field,skos:exactMatch,SPASE Dictionary:electric field,lexical_identity_same_normalized_term,0.6,electric field
HELIO Ontology:electric field,skos:exactMatch,SWEET:electric field,lexical_identity_same_normalized_term,0.6,electric field
SPASE Dictionary:electric field,skos:exactMatch,SWEET:electric field,lexical_identity_same_normalized_term,0.6,electric field
AGU Index Terms:electric fields,skos:exactMatch,Space Weather Glossary (Second):electric fields,lexical_identity_same_normalized_term,0.6,electric fields
AGU Index Terms:electrical properties,skos:exactMatch,GCMD:electrical properties,lexical_identity_same_normalized_term,0.6,electrical properties
GCMD:electricity,skos:exactMatch,GEMET:electricity,lexical_identity_same_normalized_term,0.6,electricity
SWEET:electromagnetic radiation,skos:exactMatch,Space Weather Glossary (Second):electromagnetic radiation,lexical_identity_same_normalized_term,0.6,electromagnetic radiation
HELIO Ontology:electromagnetic wave,skos:exactMatch,SWEET:electromagnetic wave,lexical_identity_same_normalized_term,0.6,electromagnetic wave
HELIO Ontology:electron,skos:exactMatch,SPASE Dictionary:electron,lexical_identity_same_normalized_term,0.6,electron
HELIO Ontology:electron,skos:exactMatch,SWEET:electron,lexical_identity_same_normalized_term,0.6,electron
SPASE Dictionary:electron,skos:exactMatch,SWEET:electron,lexical_identity_same_normalized_term,0.6,electron
HELIO Ontology:electron drift instrument,skos:exactMatch,SPASE Dictionary:electron drift instrument,lexical_identity_same_normalized_term,0.6,electron drift instrument
HELIO Ontology:electrostatic analyser,skos:exactMatch,SPASE Dictionary:electrostatic analyser,lexical_identity_same_normalized_term,0.6,electrostatic analyser
HELIO Ontology:elevation angle,skos:exactMatch,SPASE Dictionary:elevation angle,lexical_identity_same_normalized_term,0.6,elevation angle
GCMD:emission,skos:exactMatch,GEMET:emission,lexical_identity_same_normalized_term,0.6,emission
GCMD:emission,skos:exactMatch,SWEET:emission,lexical_identity_same_normalized_term,0.6,emission
GEMET:emission,skos:exactMatch,SWEET:emission,lexical_identity_same_normalized_term,0.6,emission
GCMD:emissivity,skos:exactMatch,HELIO Ontology:emissivity,lexical_identity_same_normalized_term,0.6,emissivity
GCMD:emissivity,skos:exactMatch,SPASE Dictionary:emissivity,lexical_identity_same_normalized_term,0.6,emissivity
HELIO Ontology:emissivity,skos:exactMatch,SPASE Dictionary:emissivity,lexical_identity_same_normalized_term,0.6,emissivity
AGU Index Terms:enceladus,skos:exactMatch,SPASE Dictionary:enceladus,lexical_identity_same_normalized_term,0.6,enceladus
HELIO Ontology:end time,skos:exactMatch,SWEET:end time,lexical_identity_same_normalized_term,0.6,end time
HELIO Ontology:energetic particle instrument,skos:exactMatch,SPASE Dictionary:energetic particle instrument,lexical_identity_same_normalized_term,0.6,energetic particle instrument
AGU Index Terms:energetic particles,skos:exactMatch,HELIO Ontology:energetic particles,lexical_identity_same_normalized_term,0.6,energetic particles
AGU Index Terms:energetic particles,skos:exactMatch,SPASE Dictionary:energetic particles,lexical_identity_same_normalized_term,0.6,energetic particles
HELIO Ontology:energetic particles,skos:exactMatch,SPASE Dictionary:energetic particles,lexical_identity_same_normalized_term,0.6,energetic particles
HELIO Ontology:energetic solar particle event,skos:exactMatch,SPASE Dictionary:energetic solar particle event,lexical_identity_same_normalized_term,0.6,energetic solar particle event
GEMET:energy,skos:exactMatch,HELIO Ontology:energy,lexical_identity_same_normalized_term,0.6,energy
GEMET:energy,skos:exactMatch,SPASE Dictionary:energy,lexical_identity_same_normalized_term,0.6,energy
HELIO Ontology:energy,skos:exactMatch,SPASE Dictionary:energy,lexical_identity_same_normalized_term,0.6,energy
AGU Index Terms:energy balance,skos:exactMatch,GEMET:energy balance,lexical_identity_same_normalized_term,0.6,energy balance
HELIO Ontology:energy density,skos:exactMatch,SPASE Dictionary:energy density,lexical_identity_same_normalized_term,0.6,energy density
HELIO Ontology:energy flux,skos:exactMatch,SPASE Dictionary:energy flux,lexical_identity_same_normalized_term,0.6,energy flux
HELIO Ontology:energy flux,skos:exactMatch,SWEET:energy flux,lexical_identity_same_normalized_term,0.6,energy flux
SPASE Dictionary:energy flux,skos:exactMatch,SWEET:energy flux,lexical_identity_same_normalized_term,0.6,energy flux
GCMD:enforcement,skos:exactMatch,GEMET:enforcement,lexical_identity_same_normalized_term,0.6,enforcement
AGU Index Terms:engineering,skos:exactMatch,GEMET:engineering,lexical_identity_same_normalized_term,0.6,engineering
GCMD:environmental sustainability,skos:exactMatch,GEMET:environmental sustainability,lexical_identity_same_normalized_term,0.6,environmental sustainability
HELIO Ontology:ephemeris,skos:exactMatch,SPASE Dictionary:ephemeris,lexical_identity_same_normalized_term,0.6,ephemeris
HELIO Ontology:ephemeris,skos:exactMatch,Space Weather Glossary:ephemeris,lexical_identity_same_normalized_term,0.6,ephemeris
SPASE Dictionary:ephemeris,skos:exactMatch,Space Weather Glossary:ephemeris,lexical_identity_same_normalized_term,0.6,ephemeris
GCMD:epidemiology,skos:exactMatch,GEMET:epidemiology,lexical_identity_same_normalized_term,0.6,epidemiology
HELIO Ontology:equatorial region,skos:exactMatch,SPASE Dictionary:equatorial region,lexical_identity_same_normalized_term,0.6,equatorial region
HELIO Ontology:equivalent width,skos:exactMatch,SPASE Dictionary:equivalent width,lexical_identity_same_normalized_term,0.6,equivalent width
AGU Index Terms:erosion,skos:exactMatch,GCMD:erosion,lexical_identity_same_normalized_term,0.6,erosion
AGU Index Terms:erosion,skos:exactMatch,GEMET:erosion,lexical_identity_same_normalized_term,0.6,erosion
GCMD:erosion,skos:exactMatch,GEMET:erosion,lexical_identity_same_normalized_term,0.6,erosion
GCMD:estuary,skos:exactMatch,GEMET:estuary,lexical_identity_same_normalized_term,0.6,estuary
AGU Index Terms:europa,skos:exactMatch,SPASE Dictionary:europa,lexical_identity_same_normalized_term,0.6,europa
AGU Index Terms:europe,skos:exactMatch,GEMET:europe,lexical_identity_same_normalized_term,0.6,europe
GCMD:eutrophication,skos:exactMatch,GEMET:eutrophication,lexical_identity_same_normalized_term,0.6,eutrophication
GCMD:evaporation,skos:exactMatch,GEMET:evaporation,lexical_identity_same_normalized_term,0.6,evaporation
AGU Index Terms:evapotranspiration,skos:exactMatch,GCMD:evapotranspiration,lexical_identity_same_normalized_term,0.6,evapotranspiration
AGU Index Terms:evapotranspiration,skos:exactMatch,GEMET:evapotranspiration,lexical_identity_same_normalized_term,0.6,evapotranspiration
GCMD:evapotranspiration,skos:exactMatch,GEMET:evapotranspiration,lexical_identity_same_normalized_term,0.6,evapotranspiration
GEMET:evolution,skos:exactMatch,SWEET:evolution,lexical_identity_same_normalized_term,0.6,evolution
AGU Index Terms:exosphere,skos:exactMatch,HELIO Ontology:exosphere,lexical_identity_same_normalized_term,0.6,exosphere
AGU Index Terms:exosphere,skos:exactMatch,SWEET:exosphere,lexical_identity_same_normalized_term,0.6,exosphere
AGU Index Terms:exosphere,skos:exactMatch,Space Weather Glossary:exosphere,lexical_identity_same_normalized_term,0.6,exosphere
AGU Index Terms:exosphere,skos:exactMatch,Space Weather Glossary (Second):exosphere,lexical_identity_same_normalized_term,0.6,exosphere
HELIO Ontology:exosphere,skos:exactMatch,SWEET:exosphere,lexical_identity_same_normalized_term,0.6,exosphere
HELIO Ontology:exosphere,skos:exactMatch,Space Weather Glossary:exosphere,lexical_identity_same_normalized_term,0.6,exosphere
HELIO Ontology:exosphere,skos:exactMatch,Space Weather Glossary (Second):exosphere,lexical_identity_same_normalized_term,0.6,exosphere
SWEET:exosphere,skos:exactMatch,Space Weather Glossary:exosphere,lexical_identity_same_normalized_term,0.6,exosphere
SWEET:exosphere,skos:exactMatch,Space Weather Glossary (Second):exosphere,lexical_identity_same_normalized_term,0.6,exosphere
Space Weather Glossary:exosphere,skos:exactMatch,Space Weather Glossary (Second):exosphere,lexical_identity_same_normalized_term,0.6,exosphere
GCMD:exotic species,skos:exactMatch,GEMET:exotic species,lexical_identity_same_normalized_term,0.6,exotic species
GEMET:experiment,skos:exactMatch,SPASE Dictionary:experiment,lexical_identity_same_normalized_term,0.6,experiment
AGU Index Terms:exposure,skos:exactMatch,GEMET:exposure,lexical_identity_same_normalized_term,0.6,exposure
AGU Index Terms:exposure,skos:exactMatch,SPASE Dictionary:exposure,lexical_identity_same_normalized_term,0.6,exposure
AGU Index Terms:exposure,skos:exactMatch,SWEET:exposure,lexical_identity_same_normalized_term,0.6,exposure
GEMET:exposure,skos:exactMatch,SPASE Dictionary:exposure,lexical_identity_same_normalized_term,0.6,exposure
GEMET:exposure,skos:exactMatch,SWEET:exposure,lexical_identity_same_normalized_term,0.6,exposure
SPASE Dictionary:exposure,skos:exactMatch,SWEET:exposure,lexical_identity_same_normalized_term,0.6,exposure
SPASE Dictionary:extreme ultraviolet,skos:exactMatch,Space Weather Glossary:extreme ultraviolet,lexical_identity_same_normalized_term,0.6,extreme ultraviolet
HELIO Ontology:f region,skos:exactMatch,SPASE Dictionary:f region,lexical_identity_same_normalized_term,0.6,f region
HELIO Ontology:f region,skos:exactMatch,Space Weather Glossary:f region,lexical_identity_same_normalized_term,0.6,f region
SPASE Dictionary:f region,skos:exactMatch,Space Weather Glossary:f region,lexical_identity_same_normalized_term,0.6,f region
GCMD:famine,skos:exactMatch,GEMET:famine,lexical_identity_same_normalized_term,0.6,famine
HELIO Ontology:faraday cup,skos:exactMatch,SPASE Dictionary:faraday cup,lexical_identity_same_normalized_term,0.6,faraday cup
GCMD:fauna,skos:exactMatch,GEMET:fauna,lexical_identity_same_normalized_term,0.6,fauna
GEMET:field,skos:exactMatch,SPASE Dictionary:field,lexical_identity_same_normalized_term,0.6,field
SWEET:filament,skos:exactMatch,Space Weather Glossary:filament,lexical_identity_same_normalized_term,0.6,filament
GEMET:film,skos:exactMatch,SPASE Dictionary:film,lexical_identity_same_normalized_term,0.6,film
GEMET:filter,skos:exactMatch,HELIO Ontology:filter,lexical_identity_same_normalized_term,0.6,filter
GCMD:fish,skos:exactMatch,GEMET:fish,lexical_identity_same_normalized_term,0.6,fish
HELIO Ontology:flare,skos:exactMatch,SWEET:flare,lexical_identity_same_normalized_term,0.6,flare
HELIO Ontology:flare,skos:exactMatch,Space Weather Glossary:flare,lexical_identity_same_normalized_term,0.6,flare
SWEET:flare,skos:exactMatch,Space Weather Glossary:flare,lexical_identity_same_normalized_term,0.6,flare
GEMET:flocculation,skos:exactMatch,SWEET:flocculation,lexical_identity_same_normalized_term,0.6,flocculation
GCMD:flooding,skos:exactMatch,GEMET:flooding,lexical_identity_same_normalized_term,0.6,flooding
AGU Index Terms:floods,skos:exactMatch,GCMD:floods,lexical_identity_same_normalized_term,0.6,floods
HELIO Ontology:flow speed,skos:exactMatch,SPASE Dictionary:flow speed,lexical_identity_same_normalized_term,0.6,flow speed
GCMD:flow velocity,skos:exactMatch,HELIO Ontology:flow velocity,lexical_identity_same_normalized_term,0.6,flow velocity
GCMD:flow velocity,skos:exactMatch,SPASE Dictionary:flow velocity,lexical_identity_same_normalized_term,0.6,flow velocity
HELIO Ontology:flow velocity,skos:exactMatch,SPASE Dictionary:flow velocity,lexical_identity_same_normalized_term,0.6,flow velocity
SPASE Dictionary:fluence,skos:exactMatch,Space Weather Glossary:fluence,lexical_identity_same_normalized_term,0.6,fluence
GEMET:flushing,skos:exactMatch,SWEET:flushing,lexical_identity_same_normalized_term,0.6,flushing
HELIO Ontology:flux,skos:exactMatch,SWEET:flux,lexical_identity_same_normalized_term,0.6,flux
HELIO Ontology:flux,skos:exactMatch,Space Weather Glossary:flux,lexical_identity_same_normalized_term,0.6,flux
SWEET:flux,skos:exactMatch,Space Weather Glossary:flux,lexical_identity_same_normalized_term,0.6,flux
HELIO Ontology:flux feedback,skos:exactMatch,SPASE Dictionary:flux feedback,lexical_identity_same_normalized_term,0.6,flux feedback
GCMD:fog,skos:exactMatch,GEMET:fog,lexical_identity_same_normalized_term,0.6,fog
GCMD:fog,skos:exactMatch,SWEET:fog,lexical_identity_same_normalized_term,0.6,fog
GEMET:fog,skos:exactMatch,SWEET:fog,lexical_identity_same_normalized_term,0.6,fog
GCMD:food quality,skos:exactMatch,GEMET:food quality,lexical_identity_same_normalized_term,0.6,food quality
GCMD:food science,skos:exactMatch,GEMET:food science,lexical_identity_same_normalized_term,0.6,food science
GCMD:food storage,skos:exactMatch,GEMET:food storage,lexical_identity_same_normalized_term,0.6,food storage
HELIO Ontology:forbush decrease,skos:exactMatch,SPASE Dictionary:forbush decrease,lexical_identity_same_normalized_term,0.6,forbush decrease
HELIO Ontology:forbush decrease,skos:exactMatch,Space Weather Glossary:forbush decrease,lexical_identity_same_normalized_term,0.6,forbush decrease
SPASE Dictionary:forbush decrease,skos:exactMatch,Space Weather Glossary:forbush decrease,lexical_identity_same_normalized_term,0.6,forbush decrease
ESA Space Weather Glossary:forecast,skos:exactMatch,GEMET:forecast,lexical_identity_same_normalized_term,0.6,forecast
AGU Index Terms:forecasting,skos:exactMatch,GEMET:forecasting,lexical_identity_same_normalized_term,0.6,forecasting
GCMD:forest conservation,skos:exactMatch,GEMET:forest conservation,lexical_identity_same_normalized_term,0.6,forest conservation
GCMD:forest management,skos:exactMatch,GEMET:forest management,lexical_identity_same_normalized_term,0.6,forest management
