subject_id,predicate_id,object_id,mapping_justification,confidence,term
GCMD:forest protection,skos:exactMatch,GEMET:forest protection,lexical_identity_same_normalized_term,0.6,forest protection
HELIO Ontology:former pi,skos:exactMatch,SPASE Dictionary:former pi,lexical_identity_same_normalized_term,0.6,former pi
HELIO Ontology:fourier transform spectrograph,skos:exactMatch,SPASE Dictionary:fourier transform spectrograph,lexical_identity_same_normalized_term,0.6,fourier transform spectrograph
HELIO Ontology:frequency,skos:exactMatch,SPASE Dictionary:frequency,lexical_identity_same_normalized_term,0.6,frequency
GCMD:frost,skos:exactMatch,GEMET:frost,lexical_identity_same_normalized_term,0.6,frost
AGU Index Terms:frozen ground,skos:exactMatch,GCMD:frozen ground,lexical_identity_same_normalized_term,0.6,frozen ground
AGU Index Terms:funding,skos:exactMatch,SPASE Dictionary:funding,lexical_identity_same_normalized_term,0.6,funding
GCMD:gamma ray,skos:exactMatch,SWEET:gamma ray,lexical_identity_same_normalized_term,0.6,gamma ray
SPASE Dictionary:gamma rays,skos:exactMatch,Space Weather Glossary:gamma rays,lexical_identity_same_normalized_term,0.6,gamma rays
SPASE Dictionary:gamma rays,skos:exactMatch,Space Weather Glossary (Second):gamma rays,lexical_identity_same_normalized_term,0.6,gamma rays
Space Weather Glossary:gamma rays,skos:exactMatch,Space Weather Glossary (Second):gamma rays,lexical_identity_same_normalized_term,0.6,gamma rays
AGU Index Terms:ganymede,skos:exactMatch,SPASE Dictionary:ganymede,lexical_identity_same_normalized_term,0.6,ganymede
GCMD:garden,skos:exactMatch,GEMET:garden,lexical_identity_same_normalized_term,0.6,garden
AGU Index Terms:gases,skos:exactMatch,GCMD:gases,lexical_identity_same_normalized_term,0.6,gases
HELIO Ontology:gei,skos:exactMatch,SPASE Dictionary:gei,lexical_identity_same_normalized_term,0.6,gei
HELIO Ontology:geiger mueller tube,skos:exactMatch,SPASE Dictionary:geiger mueller tube,lexical_identity_same_normalized_term,0.6,geiger mueller tube
HELIO Ontology:general contact,skos:exactMatch,SPASE Dictionary:general contact,lexical_identity_same_normalized_term,0.6,general contact
HELIO Ontology:geo,skos:exactMatch,SPASE Dictionary:geo,lexical_identity_same_normalized_term,0.6,geo
AGU Index Terms:geochemistry,skos:exactMatch,GCMD:geochemistry,lexical_identity_same_normalized_term,0.6,geochemistry
Space Weather Glossary:geocorona,skos:exactMatch,Space Weather Glossary (Second):geocorona,lexical_identity_same_normalized_term,0.6,geocorona
AGU Index Terms:geodesy,skos:exactMatch,GEMET:geodesy,lexical_identity_same_normalized_term,0.6,geodesy
AGU Index Terms:geographic information systems,skos:exactMatch,GCMD:geographic information systems,lexical_identity_same_normalized_term,0.6,geographic information systems
GCMD:geomagnetic activity,skos:exactMatch,Space Weather Glossary:geomagnetic activity,lexical_identity_same_normalized_term,0.6,geomagnetic activity
GCMD:geomagnetic activity,skos:exactMatch,Space Weather Glossary (Second):geomagnetic activity,lexical_identity_same_normalized_term,0.6,geomagnetic activity
Space Weather Glossary:geomagnetic activity,skos:exactMatch,Space Weather Glossary (Second):geomagnetic activity,lexical_identity_same_normalized_term,0.6,geomagnetic activity
SWEET:geomagnetic field,skos:exactMatch,Space Weather Glossary:geomagnetic field,lexical_identity_same_normalized_term,0.6,geomagnetic field
SWEET:geomagnetic field,skos:exactMatch,Space Weather Glossary (Second):geomagnetic field,lexical_identity_same_normalized_term,0.6,geomagnetic field
Space Weather Glossary:geomagnetic field,skos:exactMatch,Space Weather Glossary (Second):geomagnetic field,lexical_identity_same_normalized_term,0.6,geomagnetic field
AGU Index Terms:geomagnetic induction,skos:exactMatch,GCMD:geomagnetic induction,lexical_identity_same_normalized_term,0.6,geomagnetic induction
GCMD:geomagnetic storm,skos:exactMatch,HELIO Ontology:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
GCMD:geomagnetic storm,skos:exactMatch,NASA Heliophysics Vocabulary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
GCMD:geomagnetic storm,skos:exactMatch,SPASE Dictionary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
GCMD:geomagnetic storm,skos:exactMatch,SWEET:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
GCMD:geomagnetic storm,skos:exactMatch,Space Weather Glossary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
GCMD:geomagnetic storm,skos:exactMatch,Space Weather Glossary (Second):geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
HELIO Ontology:geomagnetic storm,skos:exactMatch,NASA Heliophysics Vocabulary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
HELIO Ontology:geomagnetic storm,skos:exactMatch,SPASE Dictionary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
HELIO Ontology:geomagnetic storm,skos:exactMatch,SWEET:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
HELIO Ontology:geomagnetic storm,skos:exactMatch,Space Weather Glossary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
HELIO Ontology:geomagnetic storm,skos:exactMatch,Space Weather Glossary (Second):geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
NASA Heliophysics Vocabulary:geomagnetic storm,skos:exactMatch,SPASE Dictionary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
NASA Heliophysics Vocabulary:geomagnetic storm,skos:exactMatch,SWEET:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
NASA Heliophysics Vocabulary:geomagnetic storm,skos:exactMatch,Space Weather Glossary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
NASA Heliophysics Vocabulary:geomagnetic storm,skos:exactMatch,Space Weather Glossary (Second):geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
SPASE Dictionary:geomagnetic storm,skos:exactMatch,SWEET:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
SPASE Dictionary:geomagnetic storm,skos:exactMatch,Space Weather Glossary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
SPASE Dictionary:geomagnetic storm,skos:exactMatch,Space Weather Glossary (Second):geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
SWEET:geomagnetic storm,skos:exactMatch,Space Weather Glossary:geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
SWEET:geomagnetic storm,skos:exactMatch,Space Weather Glossary (Second):geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
Space Weather Glossary:geomagnetic storm,skos:exactMatch,Space Weather Glossary (Second):geomagnetic storm,lexical_identity_same_normalized_term,0.6,geomagnetic storm
NASA Heliophysics Vocabulary:geomagnetically induced current,skos:exactMatch,Space Weather Glossary:geomagnetically induced current,lexical_identity_same_normalized_term,0.6,geomagnetically induced current
GCMD:geomagnetism,skos:exactMatch,SWEET:geomagnetism,lexical_identity_same_normalized_term,0.6,geomagnetism
GCMD:geothermal energy,skos:exactMatch,GEMET:geothermal energy,lexical_identity_same_normalized_term,0.6,geothermal energy
GCMD:glacial retreat,skos:exactMatch,GEMET:glacial retreat,lexical_identity_same_normalized_term,0.6,glacial retreat
AGU Index Terms:glaciation,skos:exactMatch,GCMD:glaciation,lexical_identity_same_normalized_term,0.6,glaciation
AGU Index Terms:glaciers,skos:exactMatch,GCMD:glaciers,lexical_identity_same_normalized_term,0.6,glaciers
AGU Index Terms:glaciology,skos:exactMatch,GEMET:glaciology,lexical_identity_same_normalized_term,0.6,glaciology
SWEET:gps,skos:exactMatch,Space Weather Glossary:gps,lexical_identity_same_normalized_term,0.6,gps
SWEET:granulation,skos:exactMatch,Space Weather Glossary:granulation,lexical_identity_same_normalized_term,0.6,granulation
HELIO Ontology:granule,skos:exactMatch,SPASE Dictionary:granule,lexical_identity_same_normalized_term,0.6,granule
HELIO Ontology:granule,skos:exactMatch,SWEET:granule,lexical_identity_same_normalized_term,0.6,granule
SPASE Dictionary:granule,skos:exactMatch,SWEET:granule,lexical_identity_same_normalized_term,0.6,granule
GCMD:gravity,skos:exactMatch,SWEET:gravity,lexical_identity_same_normalized_term,0.6,gravity
GCMD:gravity wave,skos:exactMatch,SWEET:gravity wave,lexical_identity_same_normalized_term,0.6,gravity wave
AGU Index Terms:greenhouse gases,skos:exactMatch,GCMD:greenhouse gases,lexical_identity_same_normalized_term,0.6,greenhouse gases
HELIO Ontology:ground level enhancement,skos:exactMatch,Space Weather Glossary (Second):ground level enhancement,lexical_identity_same_normalized_term,0.6,ground level enhancement
AGU Index Terms:groundwater quality,skos:exactMatch,GEMET:groundwater quality,lexical_identity_same_normalized_term,0.6,groundwater quality
HELIO Ontology:gse,skos:exactMatch,SPASE Dictionary:gse,lexical_identity_same_normalized_term,0.6,gse
HELIO Ontology:gseq,skos:exactMatch,SPASE Dictionary:gseq,lexical_identity_same_normalized_term,0.6,gseq
HELIO Ontology:gsm,skos:exactMatch,SPASE Dictionary:gsm,lexical_identity_same_normalized_term,0.6,gsm
HELIO Ontology:gyrofrequency,skos:exactMatch,SPASE Dictionary:gyrofrequency,lexical_identity_same_normalized_term,0.6,gyrofrequency
HELIO Ontology:hae,skos:exactMatch,SPASE Dictionary:hae,lexical_identity_same_normalized_term,0.6,hae
GCMD:hail,skos:exactMatch,GEMET:hail,lexical_identity_same_normalized_term,0.6,hail
NASA CCMC:halo cme,skos:exactMatch,Space Weather Glossary:halo cme,lexical_identity_same_normalized_term,0.6,halo cme
GCMD:hardness,skos:exactMatch,GEMET:hardness,lexical_identity_same_normalized_term,0.6,hardness
HELIO Ontology:hci,skos:exactMatch,SPASE Dictionary:hci,lexical_identity_same_normalized_term,0.6,hci
AGU Index Terms:heat flow,skos:exactMatch,SWEET:heat flow,lexical_identity_same_normalized_term,0.6,heat flow
GCMD:heat flux,skos:exactMatch,HELIO Ontology:heat flux,lexical_identity_same_normalized_term,0.6,heat flux
GCMD:heat flux,skos:exactMatch,SPASE Dictionary:heat flux,lexical_identity_same_normalized_term,0.6,heat flux
GCMD:heat flux,skos:exactMatch,SWEET:heat flux,lexical_identity_same_normalized_term,0.6,heat flux
HELIO Ontology:heat flux,skos:exactMatch,SPASE Dictionary:heat flux,lexical_identity_same_normalized_term,0.6,heat flux
HELIO Ontology:heat flux,skos:exactMatch,SWEET:heat flux,lexical_identity_same_normalized_term,0.6,heat flux
SPASE Dictionary:heat flux,skos:exactMatch,SWEET:heat flux,lexical_identity_same_normalized_term,0.6,heat flux
GCMD:heat wave,skos:exactMatch,GEMET:heat wave,lexical_identity_same_normalized_term,0.6,heat wave
GEMET:heating,skos:exactMatch,SWEET:heating,lexical_identity_same_normalized_term,0.6,heating
HELIO Ontology:hee,skos:exactMatch,SPASE Dictionary:hee,lexical_identity_same_normalized_term,0.6,hee
HELIO Ontology:heeq,skos:exactMatch,SPASE Dictionary:heeq,lexical_identity_same_normalized_term,0.6,heeq
SWEET:heliopause,skos:exactMatch,Space Weather Glossary:heliopause,lexical_identity_same_normalized_term,0.6,heliopause
SWEET:heliopause,skos:exactMatch,Space Weather Glossary (Second):heliopause,lexical_identity_same_normalized_term,0.6,heliopause
Space Weather Glossary:heliopause,skos:exactMatch,Space Weather Glossary (Second):heliopause,lexical_identity_same_normalized_term,0.6,heliopause
AGU Index Terms:helioseismology,skos:exactMatch,SWEET:helioseismology,lexical_identity_same_normalized_term,0.6,helioseismology
AGU Index Terms:helioseismology,skos:exactMatch,Space Weather Glossary:helioseismology,lexical_identity_same_normalized_term,0.6,helioseismology
SWEET:helioseismology,skos:exactMatch,Space Weather Glossary:helioseismology,lexical_identity_same_normalized_term,0.6,helioseismology
SPASE Dictionary:heliosheath,skos:exactMatch,SWEET:heliosheath,lexical_identity_same_normalized_term,0.6,heliosheath
SPASE Dictionary:heliosheath,skos:exactMatch,Space Weather Glossary (Second):heliosheath,lexical_identity_same_normalized_term,0.6,heliosheath
SWEET:heliosheath,skos:exactMatch,Space Weather Glossary (Second):heliosheath,lexical_identity_same_normalized_term,0.6,heliosheath
NASA CCMC:heliosphere,skos:exactMatch,NASA Heliophysics Vocabulary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA CCMC:heliosphere,skos:exactMatch,SPASE Dictionary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA CCMC:heliosphere,skos:exactMatch,SWEET:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA CCMC:heliosphere,skos:exactMatch,Space Weather Glossary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA CCMC:heliosphere,skos:exactMatch,Space Weather Glossary (Second):heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA Heliophysics Vocabulary:heliosphere,skos:exactMatch,SPASE Dictionary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA Heliophysics Vocabulary:heliosphere,skos:exactMatch,SWEET:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA Heliophysics Vocabulary:heliosphere,skos:exactMatch,Space Weather Glossary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
NASA Heliophysics Vocabulary:heliosphere,skos:exactMatch,Space Weather Glossary (Second):heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
SPASE Dictionary:heliosphere,skos:exactMatch,SWEET:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
SPASE Dictionary:heliosphere,skos:exactMatch,Space Weather Glossary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
SPASE Dictionary:heliosphere,skos:exactMatch,Space Weather Glossary (Second):heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
SWEET:heliosphere,skos:exactMatch,Space Weather Glossary:heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
SWEET:heliosphere,skos:exactMatch,Space Weather Glossary (Second):heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
Space Weather Glossary:heliosphere,skos:exactMatch,Space Weather Glossary (Second):heliosphere,lexical_identity_same_normalized_term,0.6,heliosphere
HELIO Ontology:hg,skos:exactMatch,SPASE Dictionary:hg,lexical_identity_same_normalized_term,0.6,hg
HELIO Ontology:hgi,skos:exactMatch,SPASE Dictionary:hgi,lexical_identity_same_normalized_term,0.6,hgi
HELIO Ontology:hgrtn,skos:exactMatch,SPASE Dictionary:hgrtn,lexical_identity_same_normalized_term,0.6,hgrtn
GCMD:hydrography,skos:exactMatch,GEMET:hydrography,lexical_identity_same_normalized_term,0.6,hydrography
AGU Index Terms:hydrology,skos:exactMatch,GEMET:hydrology,lexical_identity_same_normalized_term,0.6,hydrology
GCMD:hydrolysis,skos:exactMatch,GEMET:hydrolysis,lexical_identity_same_normalized_term,0.6,hydrolysis
AGU Index Terms:hydrometeorology,skos:exactMatch,GEMET:hydrometeorology,lexical_identity_same_normalized_term,0.6,hydrometeorology
GCMD:hydroperiod,skos:exactMatch,SWEET:hydroperiod,lexical_identity_same_normalized_term,0.6,hydroperiod
AGU Index Terms:ice,skos:exactMatch,GEMET:ice,lexical_identity_same_normalized_term,0.6,ice
AGU Index Terms:ice sheets,skos:exactMatch,GCMD:ice sheets,lexical_identity_same_normalized_term,0.6,ice sheets
AGU Index Terms:ice shelves,skos:exactMatch,GCMD:ice shelves,lexical_identity_same_normalized_term,0.6,ice shelves
AGU Index Terms:icebergs,skos:exactMatch,GCMD:icebergs,lexical_identity_same_normalized_term,0.6,icebergs
AGU Index Terms:icing,skos:exactMatch,SWEET:icing,lexical_identity_same_normalized_term,0.6,icing
HELIO Ontology:image,skos:exactMatch,SPASE Dictionary:image,lexical_identity_same_normalized_term,0.6,image
HELIO Ontology:image intensity,skos:exactMatch,SPASE Dictionary:image intensity,lexical_identity_same_normalized_term,0.6,image intensity
AGU Index Terms:image processing,skos:exactMatch,GCMD:image processing,lexical_identity_same_normalized_term,0.6,image processing
AGU Index Terms:image processing,skos:exactMatch,GEMET:image processing,lexical_identity_same_normalized_term,0.6,image processing
GCMD:image processing,skos:exactMatch,GEMET:image processing,lexical_identity_same_normalized_term,0.6,image processing
HELIO Ontology:imager,skos:exactMatch,SPASE Dictionary:imager,lexical_identity_same_normalized_term,0.6,imager
HELIO Ontology:imaging spectrometer,skos:exactMatch,SPASE Dictionary:imaging spectrometer,lexical_identity_same_normalized_term,0.6,imaging spectrometer
ESA Space Weather Glossary:index,skos:exactMatch,GEMET:index,lexical_identity_same_normalized_term,0.6,index
ESA Space Weather Glossary:index,skos:exactMatch,SPASE Dictionary:index,lexical_identity_same_normalized_term,0.6,index
GEMET:index,skos:exactMatch,SPASE Dictionary:index,lexical_identity_same_normalized_term,0.6,index
AGU Index Terms:indian ocean,skos:exactMatch,GEMET:indian ocean,lexical_identity_same_normalized_term,0.6,indian ocean
AGU Index Terms:infiltration,skos:exactMatch,GCMD:infiltration,lexical_identity_same_normalized_term,0.6,infiltration
AGU Index Terms:infiltration,skos:exactMatch,GEMET:infiltration,lexical_identity_same_normalized_term,0.6,infiltration
GCMD:infiltration,skos:exactMatch,GEMET:infiltration,lexical_identity_same_normalized_term,0.6,infiltration
AGU Index Terms:informatics,skos:exactMatch,GEMET:informatics,lexical_identity_same_normalized_term,0.6,informatics
GCMD:infrastructure,skos:exactMatch,GEMET:infrastructure,lexical_identity_same_normalized_term,0.6,infrastructure
GEMET:inspection,skos:exactMatch,SPASE Dictionary:inspection,lexical_identity_same_normalized_term,0.6,inspection
HELIO Ontology:instrument,skos:exactMatch,SPASE Dictionary:instrument,lexical_identity_same_normalized_term,0.6,instrument
HELIO Ontology:instrument,skos:exactMatch,SWEET:instrument,lexical_identity_same_normalized_term,0.6,instrument
SPASE Dictionary:instrument,skos:exactMatch,SWEET:instrument,lexical_identity_same_normalized_term,0.6,instrument
HELIO Ontology:instrument status,skos:exactMatch,SPASE Dictionary:instrument status,lexical_identity_same_normalized_term,0.6,instrument status
HELIO Ontology:intensity,skos:exactMatch,SPASE Dictionary:intensity,lexical_identity_same_normalized_term,0.6,intensity
HELIO Ontology:intensity,skos:exactMatch,SWEET:intensity,lexical_identity_same_normalized_term,0.6,intensity
SPASE Dictionary:intensity,skos:exactMatch,SWEET:intensity,lexical_identity_same_normalized_term,0.6,intensity
HELIO Ontology:interferometer,skos:exactMatch,SPASE Dictionary:interferometer,lexical_identity_same_normalized_term,0.6,interferometer
HELIO Ontology:interplanetary magnetic field,skos:exactMatch,NASA Heliophysics Vocabulary:interplanetary magnetic field,lexical_identity_same_normalized_term,0.6,interplanetary magnetic field
HELIO Ontology:interplanetary magnetic field,skos:exactMatch,Space Weather Glossary:interplanetary magnetic field,lexical_identity_same_normalized_term,0.6,interplanetary magnetic field
HELIO Ontology:interplanetary magnetic field,skos:exactMatch,Space Weather Glossary (Second):interplanetary magnetic field,lexical_identity_same_normalized_term,0.6,interplanetary magnetic field
NASA Heliophysics Vocabulary:interplanetary magnetic field,skos:exactMatch,Space Weather Glossary:interplanetary magnetic field,lexical_identity_same_normalized_term,0.6,interplanetary magnetic field
NASA Heliophysics Vocabulary:interplanetary magnetic field,skos:exactMatch,Space Weather Glossary (Second):interplanetary magnetic field,lexical_identity_same_normalized_term,0.6,interplanetary magnetic field
Space Weather Glossary:interplanetary magnetic field,skos:exactMatch,Space Weather Glossary (Second):interplanetary magnetic field,lexical_identity_same_normalized_term,0.6,interplanetary magnetic field
ESA Space Weather Glossary:interplanetary shock,skos:exactMatch,HELIO Ontology:interplanetary shock,lexical_identity_same_normalized_term,0.6,interplanetary shock
ESA Space Weather Glossary:interplanetary shock,skos:exactMatch,SPASE Dictionary:interplanetary shock,lexical_identity_same_normalized_term,0.6,interplanetary shock
ESA Space Weather Glossary:interplanetary shock,skos:exactMatch,SWEET:interplanetary shock,lexical_identity_same_normalized_term,0.6,interplanetary shock
HELIO Ontology:interplanetary shock,skos:exactMatch,SPASE Dictionary:interplanetary shock,lexical_identity_same_normalized_term,0.6,interplanetary shock
HELIO Ontology:interplanetary shock,skos:exactMatch,SWEET:interplanetary shock,lexical_identity_same_normalized_term,0.6,interplanetary shock
SPASE Dictionary:interplanetary shock,skos:exactMatch,SWEET:interplanetary shock,lexical_identity_same_normalized_term,0.6,interplanetary shock
GCMD:interpolation,skos:exactMatch,GEMET:interpolation,lexical_identity_same_normalized_term,0.6,interpolation
HELIO Ontology:interstellar,skos:exactMatch,SPASE Dictionary:interstellar,lexical_identity_same_normalized_term,0.6,interstellar
GCMD:intertidal zone,skos:exactMatch,GEMET:intertidal zone,lexical_identity_same_normalized_term,0.6,intertidal zone
AGU Index Terms:io,skos:exactMatch,SPASE Dictionary:io,lexical_identity_same_normalized_term,0.6,io
GEMET:ion,skos:exactMatch,HELIO Ontology:ion,lexical_identity_same_normalized_term,0.6,ion
GEMET:ion,skos:exactMatch,SPASE Dictionary:ion,lexical_identity_same_normalized_term,0.6,ion
HELIO Ontology:ion,skos:exactMatch,SPASE Dictionary:ion,lexical_identity_same_normalized_term,0.6,ion
HELIO Ontology:ion chamber,skos:exactMatch,SPASE Dictionary:ion chamber,lexical_identity_same_normalized_term,0.6,ion chamber
HELIO Ontology:ion composition,skos:exactMatch,SPASE Dictionary:ion composition,lexical_identity_same_normalized_term,0.6,ion composition
HELIO Ontology:ion drift,skos:exactMatch,SPASE Dictionary:ion drift,lexical_identity_same_normalized_term,0.6,ion drift
GCMD:ion exchange,skos:exactMatch,GEMET:ion exchange,lexical_identity_same_normalized_term,0.6,ion exchange
NASA CCMC:ionizing radiation,skos:exactMatch,SWEET:ionizing radiation,lexical_identity_same_normalized_term,0.6,ionizing radiation
AGU Index Terms:ionosphere,skos:exactMatch,GEMET:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
AGU Index Terms:ionosphere,skos:exactMatch,NASA CCMC:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
AGU Index Terms:ionosphere,skos:exactMatch,NASA Heliophysics Vocabulary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
AGU Index Terms:ionosphere,skos:exactMatch,SPASE Dictionary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
AGU Index Terms:ionosphere,skos:exactMatch,SWEET:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
AGU Index Terms:ionosphere,skos:exactMatch,Space Weather Glossary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
AGU Index Terms:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
GEMET:ionosphere,skos:exactMatch,NASA CCMC:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
GEMET:ionosphere,skos:exactMatch,NASA Heliophysics Vocabulary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
GEMET:ionosphere,skos:exactMatch,SPASE Dictionary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
GEMET:ionosphere,skos:exactMatch,SWEET:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
GEMET:ionosphere,skos:exactMatch,Space Weather Glossary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
GEMET:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA CCMC:ionosphere,skos:exactMatch,NASA Heliophysics Vocabulary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA CCMC:ionosphere,skos:exactMatch,SPASE Dictionary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA CCMC:ionosphere,skos:exactMatch,SWEET:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA CCMC:ionosphere,skos:exactMatch,Space Weather Glossary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA CCMC:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA Heliophysics Vocabulary:ionosphere,skos:exactMatch,SPASE Dictionary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA Heliophysics Vocabulary:ionosphere,skos:exactMatch,SWEET:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA Heliophysics Vocabulary:ionosphere,skos:exactMatch,Space Weather Glossary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
NASA Heliophysics Vocabulary:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
SPASE Dictionary:ionosphere,skos:exactMatch,SWEET:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
SPASE Dictionary:ionosphere,skos:exactMatch,Space Weather Glossary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
SPASE Dictionary:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
SWEET:ionosphere,skos:exactMatch,Space Weather Glossary:ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
SWEET:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
Space Weather Glossary:ionosphere,skos:exactMatch,Space Weather Glossary (Second):ionosphere,lexical_identity_same_normalized_term,0.6,ionosphere
Space Weather Glossary:ionospheric storm,skos:exactMatch,Space Weather Glossary (Second):ionospheric storm,lexical_identity_same_normalized_term,0.6,ionospheric storm
GCMD:iron,skos:exactMatch,GEMET:iron,lexical_identity_same_normalized_term,0.6,iron
GCMD:irradiance,skos:exactMatch,HELIO Ontology:irradiance,lexical_identity_same_normalized_term,0.6,irradiance
GCMD:irradiance,skos:exactMatch,SPASE Dictionary:irradiance,lexical_identity_same_normalized_term,0.6,irradiance
GCMD:irradiance,skos:exactMatch,SWEET:irradiance,lexical_identity_same_normalized_term,0.6,irradiance
HELIO Ontology:irradiance,skos:exactMatch,SPASE Dictionary:irradiance,lexical_identity_same_normalized_term,0.6,irradiance
HELIO Ontology:irradiance,skos:exactMatch,SWEET:irradiance,lexical_identity_same_normalized_term,0.6,irradiance
SPASE Dictionary:irradiance,skos:exactMatch,SWEET:irradiance,lexical_identity_same_normalized_term,0.6,irradiance
AGU Index Terms:irrigation,skos:exactMatch,GCMD:irrigation,lexical_identity_same_normalized_term,0.6,irrigation
AGU Index Terms:irrigation,skos:exactMatch,GEMET:irrigation,lexical_identity_same_normalized_term,0.6,irrigation
GCMD:irrigation,skos:exactMatch,GEMET:irrigation,lexical_identity_same_normalized_term,0.6,irrigation
GCMD:island,skos:exactMatch,GEMET:island,lexical_identity_same_normalized_term,0.6,island
AGU Index Terms:jupiter,skos:exactMatch,SPASE Dictionary:jupiter,lexical_identity_same_normalized_term,0.6,jupiter
GCMD:kp index,skos:exactMatch,NASA CCMC:kp index,lexical_identity_same_normalized_term,0.6,kp index
GCMD:kp index,skos:exactMatch,Space Weather Glossary:kp index,lexical_identity_same_normalized_term,0.6,kp index
GCMD:kp index,skos:exactMatch,Space Weather Glossary (Second):kp index,lexical_identity_same_normalized_term,0.6,kp index
NASA CCMC:kp index,skos:exactMatch,Space Weather Glossary:kp index,lexical_identity_same_normalized_term,0.6,kp index
NASA CCMC:kp index,skos:exactMatch,Space Weather Glossary (Second):kp index,lexical_identity_same_normalized_term,0.6,kp index
Space Weather Glossary:kp index,skos:exactMatch,Space Weather Glossary (Second):kp index,lexical_identity_same_normalized_term,0.6,kp index
GCMD:lagoon,skos:exactMatch,GEMET:lagoon,lexical_identity_same_normalized_term,0.6,lagoon
GCMD:landscape,skos:exactMatch,GEMET:landscape,lexical_identity_same_normalized_term,0.6,landscape
GCMD:landscape ecology,skos:exactMatch,GEMET:landscape ecology,lexical_identity_same_normalized_term,0.6,landscape ecology
